id,date,weather,weekday,store_nbr,item_nbr,item_name,unit_sales,onpromotion,category,holiday,item_class,perishable,cost_price,price
92634923,2016-10-02,54.75,Sunday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,True,GROCERY I,0,1042,0,5.2,6.95
92634928,2016-10-02,54.75,Sunday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
92635259,2016-10-02,54.75,Sunday,1,1686685,"Dole Bananas, 2 lb Bunch",2.0,False,PRODUCE,0,2034,1,2.8,3.96
92741570,2016-10-03,57.2,Monday,1,655749,Barilla Spaghetti Pasta 2 lb,5.0,False,GROCERY I,0,1096,0,5.9,7.85
92741644,2016-10-03,57.2,Monday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,0,1070,0,6.2,8.29
92742078,2016-10-03,57.2,Monday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,7.0,False,BEVERAGES,0,1124,0,3.2,4.31
92742310,2016-10-03,57.2,Monday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,12.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
92742368,2016-10-03,57.2,Monday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,9.0,True,GROCERY I,0,1042,0,5.2,6.95
92742375,2016-10-03,57.2,Monday,1,1354390,Domino Granulated Sugar 4 lb,3.0,False,GROCERY I,0,1042,0,3.2,4.41
92742438,2016-10-03,57.2,Monday,1,1441514,Carolina Long Grain White Rice 5 lb,3.0,False,GROCERY I,0,1008,0,5.1,6.99
92742798,2016-10-03,57.2,Monday,1,1686685,"Dole Bananas, 2 lb Bunch",5.0,False,PRODUCE,0,2034,1,2.8,3.96
92743117,2016-10-03,57.2,Monday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,2.0,False,GROCERY I,0,1052,0,6.6,8.86
92840809,2016-10-04,58.3,Tuesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,3.0,False,GROCERY I,0,1096,0,6.6,8.84
92840864,2016-10-04,58.3,Tuesday,1,459804,Morton Iodized Salt 26 oz,4.0,False,GROCERY I,0,1086,0,2.2,3.11
92841030,2016-10-04,58.3,Tuesday,1,655749,Barilla Spaghetti Pasta 2 lb,1.0,False,GROCERY I,0,1096,0,5.9,7.85
92841105,2016-10-04,58.3,Tuesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,0,1070,0,6.2,8.29
92841514,2016-10-04,58.3,Tuesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,9.0,False,BEVERAGES,0,1124,0,3.2,4.31
92841741,2016-10-04,58.3,Tuesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,11.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
92841796,2016-10-04,58.3,Tuesday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
92841859,2016-10-04,58.3,Tuesday,1,1441514,Carolina Long Grain White Rice 5 lb,1.0,False,GROCERY I,0,1008,0,5.1,6.99
92842206,2016-10-04,58.3,Tuesday,1,1686685,"Dole Bananas, 2 lb Bunch",2.0,False,PRODUCE,0,2034,1,2.8,3.96
92842536,2016-10-04,58.3,Tuesday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
92937510,2016-10-05,56.5,Wednesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,3.0,False,CLEANING,0,3024,0,6.8,8.86
92937781,2016-10-05,56.5,Wednesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,3.0,False,GROCERY I,0,1096,0,6.6,8.84
92937832,2016-10-05,56.5,Wednesday,1,459804,Morton Iodized Salt 26 oz,4.0,False,GROCERY I,0,1086,0,2.2,3.11
92938012,2016-10-05,56.5,Wednesday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
92938083,2016-10-05,56.5,Wednesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
92938509,2016-10-05,56.5,Wednesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,5.0,False,BEVERAGES,0,1124,0,3.2,4.31
92938735,2016-10-05,56.5,Wednesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,9.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
92938791,2016-10-05,56.5,Wednesday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,2.0,False,GROCERY I,0,1042,0,5.2,6.95
92938796,2016-10-05,56.5,Wednesday,1,1354390,Domino Granulated Sugar 4 lb,5.0,False,GROCERY I,0,1042,0,3.2,4.41
92939081,2016-10-05,56.5,Wednesday,1,1471460,Borden Whole Milk Gallon,9.0,False,DAIRY,0,2128,1,5.1,6.78
92939087,2016-10-05,56.5,Wednesday,1,1472479,Meow Mix Original Choice Dry Cat Food 3.15 lb,2.0,False,PET SUPPLIES,0,6517,0,6.3,8.35
92939238,2016-10-05,56.5,Wednesday,1,1686685,"Dole Bananas, 2 lb Bunch",12.0,True,PRODUCE,0,2034,1,2.8,3.96
92939554,2016-10-05,56.5,Wednesday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
93033216,2016-10-06,55.4,Thursday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,0,3024,0,6.8,8.86
93033485,2016-10-06,55.4,Thursday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,1.0,False,GROCERY I,0,1096,0,6.6,8.84
93033534,2016-10-06,55.4,Thursday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
93033699,2016-10-06,55.4,Thursday,1,655749,Barilla Spaghetti Pasta 2 lb,3.0,False,GROCERY I,0,1096,0,5.9,7.85
93033780,2016-10-06,55.4,Thursday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,0,1070,0,6.2,8.29
93034189,2016-10-06,55.4,Thursday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,4.0,False,BEVERAGES,0,1124,0,3.2,4.31
93034402,2016-10-06,55.4,Thursday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,6.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93034453,2016-10-06,55.4,Thursday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
93034719,2016-10-06,55.4,Thursday,1,1471460,Borden Whole Milk Gallon,1.0,False,DAIRY,0,2128,1,5.1,6.78
93034724,2016-10-06,55.4,Thursday,1,1472479,Meow Mix Original Choice Dry Cat Food 3.15 lb,1.0,False,PET SUPPLIES,0,6517,0,6.3,8.35
93035163,2016-10-06,55.4,Thursday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
93125368,2016-10-07,53.6,Friday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,1,3024,0,6.8,8.86
93125693,2016-10-07,53.6,Friday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,1,1086,0,2.2,3.11
93125865,2016-10-07,53.6,Friday,1,655749,Barilla Spaghetti Pasta 2 lb,4.0,False,GROCERY I,1,1096,0,5.9,7.85
93125941,2016-10-07,53.6,Friday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,1,1070,0,6.2,8.29
93126354,2016-10-07,53.6,Friday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,1.0,False,BEVERAGES,1,1124,0,3.2,4.31
93126565,2016-10-07,53.6,Friday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,8.0,False,BREAD/BAKERY,1,2714,1,1.9,2.76
93126612,2016-10-07,53.6,Friday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,1,1042,0,5.2,6.95
93126615,2016-10-07,53.6,Friday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,1,1042,0,3.2,4.41
93126878,2016-10-07,53.6,Friday,1,1471460,Borden Whole Milk Gallon,6.0,True,DAIRY,1,2128,1,5.1,6.78
93126881,2016-10-07,53.6,Friday,1,1472479,Meow Mix Original Choice Dry Cat Food 3.15 lb,1.0,False,PET SUPPLIES,1,6517,0,6.3,8.35
93127022,2016-10-07,53.6,Friday,1,1686685,"Dole Bananas, 2 lb Bunch",4.0,False,PRODUCE,1,2034,1,2.8,3.96
93127320,2016-10-07,53.6,Friday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,3.0,False,GROCERY I,1,1052,0,6.6,8.86
93220246,2016-10-08,57.2,Saturday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,3.0,False,CLEANING,0,3024,0,6.8,8.86
93220515,2016-10-08,57.2,Saturday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,1.0,False,GROCERY I,0,1096,0,6.6,8.84
93220568,2016-10-08,57.2,Saturday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
93220806,2016-10-08,57.2,Saturday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
93221213,2016-10-08,57.2,Saturday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,3.0,False,BEVERAGES,0,1124,0,3.2,4.31
93221428,2016-10-08,57.2,Saturday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,13.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93221470,2016-10-08,57.2,Saturday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,2.0,False,GROCERY I,0,1030,0,3.9,5.28
93221478,2016-10-08,57.2,Saturday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
93221735,2016-10-08,57.2,Saturday,1,1471460,Borden Whole Milk Gallon,13.0,False,DAIRY,0,2128,1,5.1,6.78
93221739,2016-10-08,57.2,Saturday,1,1472479,Meow Mix Original Choice Dry Cat Food 3.15 lb,1.0,False,PET SUPPLIES,0,6517,0,6.3,8.35
93221889,2016-10-08,57.2,Saturday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
93222224,2016-10-08,57.2,Saturday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,2.0,False,GROCERY I,0,1052,0,6.6,8.86
93323368,2016-10-09,57.2,Sunday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,1,3024,0,6.8,8.86
93323622,2016-10-09,57.2,Sunday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,1,1086,0,2.2,3.11
93323809,2016-10-09,57.2,Sunday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,1,1070,0,6.2,8.29
93324299,2016-10-09,57.2,Sunday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,1.0,False,BREAD/BAKERY,1,2714,1,1.9,2.76
93324330,2016-10-09,57.2,Sunday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,2.0,False,GROCERY I,1,1042,0,5.2,6.95
93324332,2016-10-09,57.2,Sunday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,1,1042,0,3.2,4.41
93324533,2016-10-09,57.2,Sunday,1,1471460,Borden Whole Milk Gallon,3.0,False,DAIRY,1,2128,1,5.1,6.78
93324663,2016-10-09,57.2,Sunday,1,1686685,"Dole Bananas, 2 lb Bunch",4.0,False,PRODUCE,1,2034,1,2.8,3.96
93428425,2016-10-10,55.4,Monday,1,459804,Morton Iodized Salt 26 oz,3.0,False,GROCERY I,0,1086,0,2.2,3.11
93428597,2016-10-10,55.4,Monday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
93428674,2016-10-10,55.4,Monday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
93429080,2016-10-10,55.4,Monday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,4.0,False,BEVERAGES,0,1124,0,3.2,4.31
93429297,2016-10-10,55.4,Monday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,20.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93429338,2016-10-10,55.4,Monday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,4.0,False,GROCERY I,0,1030,0,3.9,5.28
93429345,2016-10-10,55.4,Monday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
93429350,2016-10-10,55.4,Monday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
93429601,2016-10-10,55.4,Monday,1,1471460,Borden Whole Milk Gallon,12.0,False,DAIRY,0,2128,1,5.1,6.78
93429748,2016-10-10,55.4,Monday,1,1686685,"Dole Bananas, 2 lb Bunch",5.0,False,PRODUCE,0,2034,1,2.8,3.96
93524735,2016-10-11,56.3,Tuesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
93525007,2016-10-11,56.3,Tuesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,1.0,False,GROCERY I,0,1096,0,6.6,8.84
93525055,2016-10-11,56.3,Tuesday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,0,1086,0,2.2,3.11
93525231,2016-10-11,56.3,Tuesday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
93525300,2016-10-11,56.3,Tuesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
93525705,2016-10-11,56.3,Tuesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,2.0,False,BEVERAGES,0,1124,0,3.2,4.31
93525916,2016-10-11,56.3,Tuesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,7.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93525952,2016-10-11,56.3,Tuesday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,2.0,False,GROCERY I,0,1030,0,3.9,5.28
93525959,2016-10-11,56.3,Tuesday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,2.0,False,GROCERY I,0,1042,0,5.2,6.95
93526209,2016-10-11,56.3,Tuesday,1,1471460,Borden Whole Milk Gallon,2.0,False,DAIRY,0,2128,1,5.1,6.78
93526363,2016-10-11,56.3,Tuesday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
93526665,2016-10-11,56.3,Tuesday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,3.0,False,GROCERY I,0,1052,0,6.6,8.86
93617676,2016-10-12,57.2,Wednesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
93617967,2016-10-12,57.2,Wednesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,6.0,False,GROCERY I,0,1096,0,6.6,8.84
93618016,2016-10-12,57.2,Wednesday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,0,1086,0,2.2,3.11
93618254,2016-10-12,57.2,Wednesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
93618660,2016-10-12,57.2,Wednesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,2.0,False,BEVERAGES,0,1124,0,3.2,4.31
93618888,2016-10-12,57.2,Wednesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,14.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93618941,2016-10-12,57.2,Wednesday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
93618945,2016-10-12,57.2,Wednesday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
93619218,2016-10-12,57.2,Wednesday,1,1471460,Borden Whole Milk Gallon,2.0,False,DAIRY,0,2128,1,5.1,6.78
93619366,2016-10-12,57.2,Wednesday,1,1686685,"Dole Bananas, 2 lb Bunch",13.0,True,PRODUCE,0,2034,1,2.8,3.96
93710789,2016-10-13,54.5,Thursday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,1.0,False,GROCERY I,0,1096,0,6.6,8.84
93710991,2016-10-13,54.5,Thursday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
93711059,2016-10-13,54.5,Thursday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
93711441,2016-10-13,54.5,Thursday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,6.0,False,BEVERAGES,0,1124,0,3.2,4.31
93711650,2016-10-13,54.5,Thursday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,4.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93711694,2016-10-13,54.5,Thursday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,1.0,False,GROCERY I,0,1030,0,3.9,5.28
93711946,2016-10-13,54.5,Thursday,1,1471460,Borden Whole Milk Gallon,5.0,True,DAIRY,0,2128,1,5.1,6.78
93711951,2016-10-13,54.5,Thursday,1,1472479,Meow Mix Original Choice Dry Cat Food 3.15 lb,1.0,False,PET SUPPLIES,0,6517,0,6.3,8.35
93712093,2016-10-13,54.5,Thursday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
93712387,2016-10-13,54.5,Thursday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,2.0,False,GROCERY I,0,1052,0,6.6,8.86
93800647,2016-10-14,57.2,Friday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,2.0,False,GROCERY I,0,1096,0,6.6,8.84
93800693,2016-10-14,57.2,Friday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
93800865,2016-10-14,57.2,Friday,1,655749,Barilla Spaghetti Pasta 2 lb,1.0,False,GROCERY I,0,1096,0,5.9,7.85
93800939,2016-10-14,57.2,Friday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,6.0,False,GROCERY I,0,1070,0,6.2,8.29
93801356,2016-10-14,57.2,Friday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,10.0,False,BEVERAGES,0,1124,0,3.2,4.31
93801581,2016-10-14,57.2,Friday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,3.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93801629,2016-10-14,57.2,Friday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,2.0,False,GROCERY I,0,1030,0,3.9,5.28
93801633,2016-10-14,57.2,Friday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
93801898,2016-10-14,57.2,Friday,1,1471460,Borden Whole Milk Gallon,11.0,False,DAIRY,0,2128,1,5.1,6.78
93802043,2016-10-14,57.2,Friday,1,1686685,"Dole Bananas, 2 lb Bunch",1.0,False,PRODUCE,0,2034,1,2.8,3.96
93802349,2016-10-14,57.2,Friday,1,2010456,Uncle Ben’s Jasmine Rice 5 lb,1.0,False,GROCERY I,0,1052,0,6.6,8.86
93894382,2016-10-15,58.1,Saturday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
93894650,2016-10-15,58.1,Saturday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,14.0,False,GROCERY I,0,1096,0,6.6,8.84
93894698,2016-10-15,58.1,Saturday,1,459804,Morton Iodized Salt 26 oz,1.0,False,GROCERY I,0,1086,0,2.2,3.11
93894863,2016-10-15,58.1,Saturday,1,655749,Barilla Spaghetti Pasta 2 lb,4.0,False,GROCERY I,0,1096,0,5.9,7.85
93894941,2016-10-15,58.1,Saturday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,2.0,False,GROCERY I,0,1070,0,6.2,8.29
93895337,2016-10-15,58.1,Saturday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,6.0,False,BEVERAGES,0,1124,0,3.2,4.31
93895557,2016-10-15,58.1,Saturday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,16.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93895599,2016-10-15,58.1,Saturday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,4.0,False,GROCERY I,0,1030,0,3.9,5.28
93895606,2016-10-15,58.1,Saturday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
93895608,2016-10-15,58.1,Saturday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
93895867,2016-10-15,58.1,Saturday,1,1471460,Borden Whole Milk Gallon,4.0,False,DAIRY,0,2128,1,5.1,6.78
93896013,2016-10-15,58.1,Saturday,1,1686685,"Dole Bananas, 2 lb Bunch",7.0,False,PRODUCE,0,2034,1,2.8,3.96
93998389,2016-10-16,59.0,Sunday,1,655749,Barilla Spaghetti Pasta 2 lb,3.0,False,GROCERY I,0,1096,0,5.9,7.85
93998447,2016-10-16,59.0,Sunday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,3.0,False,GROCERY I,0,1070,0,6.2,8.29
93998779,2016-10-16,59.0,Sunday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,1.0,False,BEVERAGES,0,1124,0,3.2,4.31
93998946,2016-10-16,59.0,Sunday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,4.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
93998970,2016-10-16,59.0,Sunday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,1.0,False,GROCERY I,0,1030,0,3.9,5.28
93998975,2016-10-16,59.0,Sunday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
93999162,2016-10-16,59.0,Sunday,1,1471460,Borden Whole Milk Gallon,5.0,True,DAIRY,0,2128,1,5.1,6.78
93999288,2016-10-16,59.0,Sunday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
94104234,2016-10-17,58.3,Monday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,2.0,False,CLEANING,0,3024,0,6.8,8.86
94104553,2016-10-17,58.3,Monday,1,459804,Morton Iodized Salt 26 oz,3.0,False,GROCERY I,0,1086,0,2.2,3.11
94104726,2016-10-17,58.3,Monday,1,655749,Barilla Spaghetti Pasta 2 lb,2.0,False,GROCERY I,0,1096,0,5.9,7.85
94104802,2016-10-17,58.3,Monday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,4.0,False,GROCERY I,0,1070,0,6.2,8.29
94105205,2016-10-17,58.3,Monday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,2.0,False,BEVERAGES,0,1124,0,3.2,4.31
94105440,2016-10-17,58.3,Monday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,14.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
94105483,2016-10-17,58.3,Monday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,2.0,False,GROCERY I,0,1030,0,3.9,5.28
94105491,2016-10-17,58.3,Monday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,1.0,False,GROCERY I,0,1042,0,5.2,6.95
94105494,2016-10-17,58.3,Monday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
94105755,2016-10-17,58.3,Monday,1,1471460,Borden Whole Milk Gallon,9.0,False,DAIRY,0,2128,1,5.1,6.78
94200193,2016-10-18,57.75,Tuesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,0,3024,0,6.8,8.86
94200458,2016-10-18,57.75,Tuesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,24.0,False,GROCERY I,0,1096,0,6.6,8.84
94200506,2016-10-18,57.75,Tuesday,1,459804,Morton Iodized Salt 26 oz,2.0,False,GROCERY I,0,1086,0,2.2,3.11
94200730,2016-10-18,57.75,Tuesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,7.0,False,GROCERY I,0,1070,0,6.2,8.29
94201111,2016-10-18,57.75,Tuesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,1.0,False,BEVERAGES,0,1124,0,3.2,4.31
94201331,2016-10-18,57.75,Tuesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,6.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
94201378,2016-10-18,57.75,Tuesday,1,1349808,Prego Traditional Italian Sauce 24 oz Jar,3.0,False,GROCERY I,0,1030,0,3.9,5.28
94201391,2016-10-18,57.75,Tuesday,1,1354390,Domino Granulated Sugar 4 lb,1.0,False,GROCERY I,0,1042,0,3.2,4.41
94201639,2016-10-18,57.75,Tuesday,1,1471460,Borden Whole Milk Gallon,4.0,True,DAIRY,0,2128,1,5.1,6.78
94201782,2016-10-18,57.75,Tuesday,1,1686685,"Dole Bananas, 2 lb Bunch",3.0,False,PRODUCE,0,2034,1,2.8,3.96
94293047,2016-10-19,55.05,Wednesday,1,108952,Lysol All Purpose Cleaner Lemon Breeze 32 fl oz,1.0,False,CLEANING,0,3024,0,6.8,8.86
94293323,2016-10-19,55.05,Wednesday,1,402175,Mahatma Extra Long Grain Enriched Rice 5 lb,32.0,False,GROCERY I,0,1096,0,6.6,8.84
94293546,2016-10-19,55.05,Wednesday,1,655749,Barilla Spaghetti Pasta 2 lb,3.0,False,GROCERY I,0,1096,0,5.9,7.85
94293614,2016-10-19,55.05,Wednesday,1,759694,Del Monte Whole Kernel Corn 15.25 oz 6 Pack,5.0,False,GROCERY I,0,1070,0,6.2,8.29
94294024,2016-10-19,55.05,Wednesday,1,1124165,Ozarka 100% Natural Spring Water 6 x 16.9 fl oz,3.0,False,BEVERAGES,0,1124,0,3.2,4.31
94294264,2016-10-19,55.05,Wednesday,1,1313223,Pepperidge Farm Soft Dinner Rolls 12 Count,15.0,False,BREAD/BAKERY,0,2714,1,1.9,2.76
94294317,2016-10-19,55.05,Wednesday,1,1354383,Bertolli Extra Virgin Olive Oil 16.9 fl oz,4.0,False,GROCERY I,0,1042,0,5.2,6.95
94294322,2016-10-19,55.05,Wednesday,1,1354390,Domino Granulated Sugar 4 lb,2.0,False,GROCERY I,0,1042,0,3.2,4.41
94294582,2016-10-19,55.05,Wednesday,1,1471460,Borden Whole Milk Gallon,5.0,False,DAIRY,0,2128,1,5.1,6.78
